CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location,X Coordinate,Y Coordinate
LINK-000164,Manhattan,105,4,40.760641,-73.984466,Live,122088,1604 BROADWAY,10019,mn-05-122088,07/18/2016,04/30/2016,Midtown-Midtown South,1024779,1010200038,1012500,WEST 49 STREET,WEST 48 STREET,SE,,"(40.76064069, -73.98446631)",988553.2765777407,216399.0173185952
LINK-021688,Brooklyn,308,35,40.680238,-73.964511,Live,145908,888 PACIFIC STREET,11238,bk-08-145908,01/05/2018,08/10/2017,Prospect Heights,3027680,3011310011,3020300,UNDERHILL AVENUE,WASHINGTON STREET,MIDBLOCK,81854,"(40.68023805, -73.96451072)",994093.4136310862,187107.47582405433
LINK-002059,Manhattan,109,7,40.827932,-73.949581,Live,111985,3581 BROADWAY,10031,mn-09-111985,07/20/2016,07/15/2016,Hamilton Heights,1083037,1020940032,1023300,WEST 147 STREET,WEST 148 STREET,NW,,"(40.827932, -73.949581)",998203.3937043091,240919.2078906484
LINK-000636,Manhattan,106,4,40.760631,-73.968671,Live,133365,140 EAST 57 STREET,10022,mn-06-133365,02/21/2017,11/23/2016,Turtle Bay-East Midtown,1036887,1013110049,1011203,LEXINGTON AVENUE,3 AVENUE,NE,,"(40.76063098, -73.96867055)",992929.1551695073,216396.6501603499
LINK-001610,Manhattan,109,7,40.805280,-73.965670,Live,134690,2878 BROADWAY,10025,mn-09-134690,11/03/2017,09/25/2017,Morningside Heights,1056988,1018830059,1019900,WEST 112 STREET,WEST 111 STREET,SE,,"(40.80527964, -73.96566952)",993754.1511556642,232663.98568479344
LINK-001498,Manhattan,107,6,40.792696,-73.973438,Live,133635,2495 BROADWAY,10025,mn-07-133635,03/15/2018,11/22/2017,Upper West Side,1087656,1012400052,1017900,WEST 93 STREET,WEST 92 STREET,SW,,"(40.79269555, -73.97343761)",991605.0005962596,228078.41514011845
LINK-000141,Manhattan,105,3,40.749721,-73.988084,Live,122369,1293 BROADWAY,10001,mn-05-122369,07/19/2016,04/30/2016,Midtown-Midtown South,1015199,1008090045,1010100,WEST 34 STREET,WEST 33 STREET,NW,,"(40.74972091, -73.98808378)",987551.6750949852,212420.42972745746
LINK-020965,Queens,402,26,40.741303,-73.919006,Live,145985,45-59 46 STREET,11377,qu-02-145985,05/23/2018,10/14/2017,Hunters Point-Sunnyside-West Maspeth,4001553,4001530005,4023500,47 AVENUE,GREENPOINT AVENUE,NE,81873,"(40.74130348, -73.9190056)",1006694.2772445821,209363.8424531594
LINK-010357,Manhattan,110,9,40.808996,-73.952149,Live,142814,2293 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-142814,11/02/2016,10/14/2016,Central Harlem South,1059275,1019500029,1025700,WEST 123 STREET,WEST 124 STREET,NW,,"(40.80899649, -73.95214914)",997496.4329062812,234019.92124924064
LINK-010675,Manhattan,107,6,40.790301,-73.972981,Live,121103,621 AMSTERDAM AVENUE,10024,mn-07-121103,05/31/2017,04/07/2017,Upper West Side,1032489,1012210001,1017700,WEST 90 STREET,WEST 91 STREET,NE,,"(40.79030079, -73.97298135)",991731.605949357,227205.96018236876
LINK-008840,Manhattan,105,4,40.746709,-73.986207,Live,107760,3 WEST 31 STREET,10001,mn-05-107760,08/30/2017,07/29/2017,Midtown-Midtown South,1015816,1008330038,1007600,5 AVENUE,BROADWAY,NW,,"(40.74670887, -73.98620711)",988071.8244022089,211323.1231224239
LINK-018144,Queens,404,25,40.737777,-73.883978,Live,145777,79-14 QUEENS BOULEVARD,11373,qu-04-145777,03/20/2017,03/04/2017,Elmhurst-Maspeth,4056460,4024530018,4047900,51 AVENUE,HILLYER STREET,SW,81552,"(40.737777, -73.883978)",1016402.4373779796,208089.95070254058
LINK-021680,Queens,402,26,40.739680,-73.922070,Live,145981,43-01 48 AVENUE,11377,qu-02-145981,03/15/2018,10/14/2017,Hunters Point-Sunnyside-West Maspeth,4002100,4001730001,4018502,43 STREET,44 STREET,NE,81852,"(40.73968025, -73.92206966)",1005845.7249985193,208771.6782776527
LINK-000753,Manhattan,105,4,40.760249,-73.973633,Live,121966,527 MADISON AVENUE,10022,mn-05-121966,03/01/2018,12/21/2016,Midtown-Midtown South,1035734,1012890052,1010200,MADISON AVENUE,PARK AVENUE,SE,,"(40.76024945, -73.9736332)",991554.4008361992,216257.1935289018
LINK-005217,Manhattan,109,7,40.822633,-73.949640,Live,134416,1626 AMSTERDAM AVENUE,10031,mn-09-134416,05/04/2018,08/13/2017,Hamilton Heights,1061769,1020720036,1022500,WEST 141 STREET,WEST 140 STREET,SW,,"(40.82263345, -73.94964029)",998188.095094392,238988.74379947782
LINK-019901,Queens,404,25,40.743024,-73.882923,Live,145897,81-37 BROADWAY,11373,qu-04-145897,08/24/2017,08/05/2017,Elmhurst,4307385,4015097501,4026902,BRITTON AVENUE,PETTIT AVENUE,NW,81842,"(40.74302376, -73.8829233)",1016692.1646273148,210001.89896558598
LINK-000251,Manhattan,106,4,40.750717,-73.974088,Live,137072,201 EAST 42 STREET,10017,mn-06-137072,03/09/2016,02/07/2016,Turtle Bay-East Midtown,1037549,1013160001,1008800,3 AVENUE,2 AVENUE,NE,,"(40.75071654, -73.97408803)",991429.4265630706,212784.00711752474
LINK-006876,Queens,406,29,40.718953,-73.838976,Live,145762,110-72 QUEENS BOULEVARD,11375,qu-06-145762,03/28/2017,03/04/2017,Forest Hills,4078799,4032927501,4076901,73 ROAD,73 AVENUE,SW,81451,"(40.718953, -73.838976)",1028886.1496232944,201251.51481169462
LINK-004817,Manhattan,109,7,40.810163,-73.958744,Live,142793,1244 AMSTERDAM AVENUE,10027,mn-09-142793,09/28/2016,07/30/2016,Morningside Heights,1059657,1019760029,1020300,WEST 121 STREET,WEST 122 STREET,NW,,"(40.810163, -73.958744)",995670.594424449,234443.9936856553
LINK-014651,Manhattan,110,9,40.812611,-73.945458,Live,120046,2215 ADAM CLAYTON POWELL JR. BOULEVARD,10027,mn-10-120046,02/23/2017,12/06/2016,Central Harlem North-Polo Grounds,1058070,1019150061,1022600,WEST 131 STREET,WEST 130 STREET,SE,,"(40.812611, -73.945458)",999347.904136305,235337.8982325159
LINK-000712,Manhattan,106,4,40.749982,-73.981236,Live,133818,241 MADISON AVENUE,10016,mn-06-133818,07/12/2017,05/26/2017,Murray Hill-Kips Bay,1017220,1008670055,1008200,EAST 38 STREET,EAST 37 STREET,SE,,"(40.74998234, -73.98123607)",989448.9772729927,212516.00935428217
LINK-000489,Manhattan,104,3,40.754140,-73.992340,Live,122567,302 WEST 37 STREET,10018,mn-04-122567,04/27/2016,03/10/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013600,1007600046,1011100,8 AVENUE,9 AVENUE,SW,,"(40.75413992, -73.99233961)",986372.3543370377,214030.2861039564
LINK-000906,Manhattan,111,8,40.797303,-73.940337,Live,120229,2105 3 AVENUE,10029,mn-11-120229,03/22/2016,02/22/2016,East Harlem North,1052515,1016650001,1018800,EAST 115 STREET,EAST 116 STREET,NE,,"(40.797303, -73.940337)",1000769.259129105,229761.57950086892
LINK-013755,Manhattan,105,2,40.742573,-73.986648,Live,121631,41 MADISON AVENUE,10010,mn-05-121631,05/10/2017,03/18/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1016749,1008550037,1005600,EAST 25 STREET,EAST 26 STREET,SE,,"(40.74257286, -73.98664796)",987949.9004813009,209816.22368222103
LINK-000612,Manhattan,105,2,40.742139,-73.983048,Live,108040,131 EAST 27 STREET,10016,mn-05-108040,10/06/2017,02/04/2017,Gramercy,1018166,1008830019,1006800,LEXINGTON AVENUE,PARK AVENUE SOUTH,NW,,"(40.742139, -73.983048)",988947.4935101493,209658.32723462582
LINK-011809,Manhattan,103,2,40.730878,-73.981659,Live,122032,418 EAST 14 STREET,10009,mn-03-122032,05/12/2017,03/19/2017,East Village,1006014,1004410016,1003400,1 AVENUE,AVENUE A,SE,,"(40.73087757, -73.98165945)",989333.1274725287,205555.5109278038
LINK-001603,Manhattan,107,7,40.802736,-73.967461,Live,134069,2794 BROADWAY,10025,mn-07-134069,10/12/2017,07/28/2017,Morningside Heights,1056672,1018790061,1019500,WEST 108 STREET,WEST 107 STREET,SE,,"(40.802736, -73.967461)",993258.5368289452,231737.05886107683
LINK-011177,Manhattan,109,7,40.826707,-73.946665,Live,134111,1760 AMSTERDAM AVENUE,10031,mn-09-134111,08/01/2018,03/15/2018,Hamilton Heights,1061983,1020790029,1023300,WEST 148 STREET,WEST 147 STREET,NW,,"(40.82670709, -73.9466648)",999010.7199495872,240473.40640022606
LINK-000843,Manhattan,108,4,40.770456,-73.959928,Live,120991,1271 3 AVENUE,10021,mn-08-120991,03/29/2016,03/05/2016,Lenox Hill-Roosevelt Island,1043984,1014280001,1012600,EAST 73 STREET,EAST 74 STREET,NE,,"(40.770456, -73.959928)",995349.4543187432,219977.21627311409
LINK-013345,Manhattan,110,9,40.817057,-73.946012,Live,119879,2550 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119879,03/13/2018,10/28/2017,Central Harlem North-Polo Grounds,1058920,1019410061,1022800,WEST 135 STREET,WEST 136 STREET,SE,,"(40.81705699, -73.94601241)",999193.4382411136,236957.63634113595
LINK-000213,Manhattan,104,3,40.743027,-74.004005,Live,136743,117 9 AVENUE,10011,mn-04-136743,03/13/2018,10/15/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1078418,1007150010,1008300,WEST 17 STREET,WEST 18 STREET,NW,,"(40.74302673, -74.00400454)",983140.3344663916,209981.32635996118
LINK-000911,Manhattan,111,8,40.801540,-73.937249,Live,137841,2239 3 AVENUE,10035,mn-11-137841,03/31/2016,02/27/2016,East Harlem North,1054622,1017860047,1019400,EAST 122 STREET,EAST 121 STREET,SE,,"(40.80154018, -73.937249)",1001623.1465227439,231305.9292094186
LINK-001134,Queens,406,29,40.728299,-73.858076,Live,124200,98-04 QUEENS BOULEVARD,11374,qu-06-124200,11/30/2016,11/05/2016,Forest Hills,4072158,4030860007,4071306,65 ROAD,66 AVENUE,SE,,"(40.728299, -73.858076)",1023586.0825624772,204647.3913003318
LINK-000232,Manhattan,106,4,40.748383,-73.976344,Live,121521,578 3 AVENUE,10016,mn-06-121521,03/10/2016,02/28/2016,Murray Hill-Kips Bay,1019272,1008947502,1008000,EAST 38 STREET,EAST 39 STREET,NW,,"(40.74838329, -73.9763443)",990804.5116725004,211933.75219189748
LINK-012780,Manhattan,106,2,40.739963,-73.979544,Live,135647,465 2 AVENUE,10016,mn-06-135647,11/15/2017,09/26/2017,Murray Hill-Kips Bay,1019855,1009070025,1006600,EAST 26 STREET,EAST 27 STREET,NW,,"(40.73996264, -73.97954419)",989918.6039009189,208865.61751972884
LINK-010917,Manhattan,112,10,40.847270,-73.935362,Live,120772,1359 ST. NICHOLAS AVENUE,10033,mn-12-120772,02/06/2018,12/06/2017,Washington Heights South,1063550,1021440042,1026300,WEST 178 STREET,WEST 177 STREET,SW,,"(40.84727016, -73.93536211)",1002133.253725639,247967.40174442902
LINK-000228,Manhattan,106,2,40.734222,-73.986658,Live,135588,147 3 AVENUE,10003,mn-06-135588,05/22/2017,04/29/2017,Gramercy,1017803,1008710039,1005000,EAST 15 STREET,EAST 16 STREET,NW,,"(40.73422211, -73.98665825)",987947.512471618,206773.7810421437
LINK-011544,Manhattan,110,9,40.814447,-73.947920,Installed,119884,2454 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-119884,,05/02/2018,Central Harlem North-Polo Grounds,1058687,1019370001,1022600,WEST 132 STREET,WEST 131 STREET,SE,,"(40.81444736, -73.94791958)",998666.1104702112,236006.53503488377
LINK-002073,Manhattan,109,7,40.830876,-73.946986,Live,111936,3680 BROADWAY,10031,mn-09-111936,08/04/2016,07/22/2016,Hamilton Heights,1062212,1020840001,1023700,WEST 152 STREET,WEST 153 STREET,NE,,"(40.830876, -73.946986)",998920.9074028858,241992.2389782183
LINK-003477,Manhattan,107,6,40.793867,-73.970376,Installed,135446,733 AMSTERDAM AVENUE,10025,mn-07-135446,,03/23/2018,Upper West Side,1032587,1012267502,1018100,WEST 96 STREET,WEST 95 STREET,SE,,"(40.793867, -73.970376)",992452.6016075974,228505.48673977703
LINK-011205,Queens,403,21,40.748869,-73.872933,Live,136656,93-19 ROOSEVELT AVENUE,11372,qu-03-136656,09/08/2017,08/05/2017,Jackson Heights,4431438,4014810043,4027300,94 STREET,93 STREET,NW,,"(40.7488692, -73.8729333)",1019457.3205020579,212135.43530179933
LINK-021538,Queens,401,26,40.754488,-73.911687,Live,146035,32-50 50 STREET,11103,qu-01-146035,02/28/2018,12/15/2017,Astoria,4013650,4007350001,4016300,NEWTOWN ROAD,NORTHERN BOULEVARD,NW,81868,"(40.75448755, -73.9116866)",1008717.5947116552,214169.1800087765
LINK-011109,Manhattan,103,2,40.729220,-73.983979,Live,138884,180 1 AVENUE,10009,mn-03-138884,10/06/2017,08/12/2017,East Village,1077666,1004380009,1003400,EAST 11 STREET,EAST 10 STREET,SW,,"(40.72921987, -73.98397945)",988690.2443653512,204951.4330070503
LINK-000828,Manhattan,108,4,40.764833,-73.964050,Live,136012,1091 3 AVENUE,10065,mn-08-136012,05/17/2018,03/10/2018,Lenox Hill-Roosevelt Island,1076307,1014197502,1011800,EAST 64 STREET,EAST 65 STREET,NE,,"(40.76483327, -73.96404982)",994208.6013454231,217928.174073264
LINK-021156,Brooklyn,301,33,40.722533,-73.954689,Live,145998,7 NASSAU AVENUE,11222,bk-01-145998,01/31/2018,11/22/2017,Greenpoint,3337774,3026390007,3056900,NORTH 14 STREET,BANKER STREET,NE,81942,"(40.72253263, -73.95468869)",996809.710564232,202517.90660224482
LINK-013023,Brooklyn,309,40,40.663827,-73.950775,Live,126475,340 EMPIRE BOULEVARD,11225,bk-09-126475,04/13/2017,02/23/2017,Prospect Lefferts Gardens-Wingate,3034835,3013160008,3032900,NOSTRAND AVENUE,NEW YORK AVENUE,SE,,"(40.66382689, -73.95077465)",997906.6509829207,181130.2660998702
LINK-000997,Manhattan,107,6,40.788002,-73.976551,Live,107814,2350 BROADWAY,10024,mn-07-107814,08/10/2016,07/22/2016,Upper West Side,1033133,1012330016,1017100,WEST 86 STREET,WEST 85 STREET,SE,,"(40.78800168, -73.97655103)",990743.3670827467,226368.03073096648
LINK-005426,Bronx,204,8,40.827552,-73.925903,Live,119160,52 EAST 161 STREET,10451,bx-04-119160,09/13/2016,08/13/2016,West Concourse,2002981,2024830040,2006300,RIVER AVENUE,GERARD AVENUE,SE,,"(40.82755199, -73.92590252)",1004756.4985327817,240785.41380900145
LINK-001821,Queens,412,27,40.706507,-73.792368,Live,141536,168-03 JAMAICA AVENUE,11432,qu-12-141536,09/28/2016,08/18/2016,Jamaica,4209645,4097990022,4046000,168 STREET,168 PLACE,NE,,"(40.706507, -73.792368)",1041816.6996822526,196744.25884859636
LINK-018081,Brooklyn,314,40,40.654704,-73.959568,Live,145754,741 FLATBUSH AVENUE,11226,bk-14-145754,04/05/2017,03/03/2017,Prospect Lefferts Gardens-Wingate,3116192,3050640017,3079602,CLARKSON AVENUE,LENOX ROAD,SE,81492,"(40.65470433, -73.95956788)",995468.6683477431,177805.41462973133
LINK-013628,Queens,401,22,40.761897,-73.925050,Live,125085,31-01 BROADWAY,11106,qu-01-125085,05/17/2017,03/25/2017,Astoria,4008367,4006130005,4006100,31 STREET,32 STREET,NE,,"(40.76189688, -73.92505031)",1005012.8145640646,216865.18951060995
LINK-012132,Bronx,201,8,40.810896,-73.921434,Live,138789,312 WILLIS AVENUE,10454,bx-01-138789,04/20/2018,01/14/2018,Mott Haven-Port Morris,2000335,2022850005,2003900,EAST 141 STREET,EAST 140 STREET,SE,,"(40.81089649, -73.92143417)",1005998.5578951045,234718.29391688854
LINK-020653,Brooklyn,302,33,40.689408,-73.988729,Live,145910,66 SMITH STREET,11201,bk-02-145910,10/06/2017,07/27/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3348905,3002587501,3004300,STATE STREET,SCHERMERHORN STREET,NW,81782,"(40.68940822, -73.9887287)",987375.8119181745,190446.64219793305
LINK-021689,Brooklyn,308,35,40.678540,-73.963730,Live,145920,751 BERGEN STREET,11238,bk-08-145920,01/05/2018,08/31/2017,Prospect Heights,3027979,3011400056,3020300,WASHINGTON AVENUE,GRAND AVENUE,NE,81853,"(40.67854, -73.96373)",994310.212624385,186488.91605483368
LINK-000860,Manhattan,108,5,40.774350,-73.957090,Live,121005,1391 3 AVENUE,10075,mn-08-121005,03/30/2016,02/26/2016,Yorkville,1048509,1015250001,1013800,EAST 79 STREET,EAST 80 STREET,NE,,"(40.77435, -73.95709)",996134.8506122617,221396.30275256932
LINK-018062,Brooklyn,302,35,40.685787,-73.973320,Live,145752,710 FULTON STREET,11217,bk-02-145752,03/24/2017,03/02/2017,Fort Greene,3059289,3021150010,3018100,HANSON PLACE,SOUTH PORTLAND AVENUE,MIDBLOCK,81476,"(40.685787, -73.97332)",991649.4295320221,189128.25186958164
LINK-000869,Manhattan,108,5,40.777528,-73.955153,Live,121020,164 EAST 84 STREET,10028,mn-08-121020,03/24/2016,02/26/2016,Upper East Side-Carnegie Hill,1047654,1015120040,1014000,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.777528, -73.955153)",996670.7517384941,222554.42354278266
LINK-000897,Manhattan,111,8,40.790401,-73.945683,Live,120226,1882 3 AVENUE,10029,mn-11-120226,06/15/2016,05/21/2016,East Harlem South,1051965,1016320033,1016600,EAST 104 STREET,EAST 105 STREET,NW,,"(40.790401, -73.945683)",999290.6389319462,227245.97948878258
LINK-012865,Manhattan,106,4,40.759234,-73.965504,Live,121773,1077 2 AVENUE,10022,mn-06-121773,06/12/2018,04/07/2018,Turtle Bay-East Midtown,1090233,1013307502,1010800,EAST 57 STREET,EAST 56 STREET,SW,,"(40.75923366, -73.96550379)",993806.6388487702,215887.89039745927
LINK-000308,Manhattan,106,4,40.748733,-73.975363,Live,138030,203 EAST 39 STREET,10016,mn-06-138030,07/01/2016,05/14/2016,Turtle Bay-East Midtown,1082153,1009200012,1008800,3 AVENUE,QUEENS MIDTOWN TUNNEL EXIT,NE,,"(40.7487328, -73.97536339)",991076.2659931647,212061.164831765
LINK-010173,Manhattan,105,4,40.762468,-73.974732,Live,122853,1 WEST 56 STREET,10019,mn-05-122853,03/28/2017,10/29/2016,Midtown-Midtown South,1035051,1012720034,1011201,5 AVENUE,6 AVENUE,NW,,"(40.76246755, -73.97473228)",991249.6893457646,217065.23037539423
LINK-001473,Queens,403,25,40.755835,-73.881778,Live,125399,85-10 NORTHERN BOULEVARD,11372,qu-03-125399,06/28/2018,04/28/2018,Jackson Heights,4035201,4014330003,4028100,86 STREET,85 STREET,SW,,"(40.755835, -73.881778)",1017003.2297691557,214669.86802672222
LINK-021097,Queens,401,26,40.755220,-73.922448,Live,145986,38-02 35 AVENUE,11101,qu-01-145986,02/28/2018,10/14/2017,Astoria,4010866,4006680005,4015700,STEINWAY STREET,38 STREET,SW,81866,"(40.7552199, -73.92244782)",1005735.9185724003,214433.17610542476
LINK-012328,Manhattan,108,4,40.763419,-73.966995,Live,135937,141 EAST 61 STREET,10065,mn-08-135937,06/22/2017,05/06/2017,Upper East Side-Carnegie Hill,1041977,1013960022,1011402,LEXINGTON AVENUE,3 AVENUE,NE,,"(40.763419, -73.966995)",993392.9477767806,217412.58781738207
LINK-000235,Manhattan,106,4,40.758275,-73.969130,Live,134118,892 3 AVENUE,10022,mn-06-134118,06/24/2016,02/28/2016,Turtle Bay-East Midtown,1036474,1013087501,1010000,EAST 54 STREET,EAST 53 STREET,SW,,"(40.75827505, -73.96912972)",992802.2544204094,215538.2626821585
LINK-013357,Manhattan,110,9,40.810989,-73.950711,Live,120002,2353 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-120002,03/13/2017,12/22/2016,Central Harlem North-Polo Grounds,1059340,1019530030,1021500,WEST 126 STREET,WEST 127 STREET,NW,,"(40.81098881, -73.95071065)",997894.2379887053,234746.01493516937
LINK-011738,Manhattan,112,10,40.854358,-73.929920,Live,120663,1580 ST. NICHOLAS AVENUE,10040,mn-12-120663,03/09/2018,12/12/2017,Washington Heights North,1063828,1021580062,1027700,WEST 189 STREET,WEST 190 STREET,NE,,"(40.85435846, -73.92992035)",1003636.7497011877,250551.09602002427
LINK-000700,Manhattan,106,2,40.748323,-73.982372,Live,121649,20 EAST 35 STREET,10016,mn-06-121649,06/05/2018,04/07/2018,Midtown-Midtown South,1017114,1008647501,1007400,MADISON AVENUE,PARK AVENUE,SE,,"(40.74832255, -73.9823716)",989134.4743356181,211911.22911802307
LINK-000564,Manhattan,105,3,40.760283,-73.987313,Live,122591,270 WEST 47 STREET,10036,mn-05-122591,10/02/2017,07/29/2017,Midtown-Midtown South,1024748,1010180061,1012500,8 AVENUE,BROADWAY,SE,,"(40.760283, -73.987313)",987764.6808792019,216268.5721006617
LINK-011905,Queens,409,32,40.695205,-73.845595,Live,124792,101-21 JAMAICA AVENUE,11418,qu-09-124792,07/07/2017,05/20/2017,Richmond Hill,4191441,4091810037,4002400,102 STREET,101 STREET,NW,,"(40.695205, -73.845595)",1027066.6033701357,192596.11415547132
LINK-021118,Brooklyn,301,34,40.713851,-73.959540,Live,146015,219 GRAND STREET,11211,bk-01-146015,02/02/2018,12/08/2017,North Side-South Side,3342373,3023827502,3051900,DRIGGS AVENUE,ROEBLING STREET,NE,81946,"(40.71385109, -73.95953976)",995466.5175795984,199354.29787710682
LINK-014433,Manhattan,108,4,40.772373,-73.964839,Installed,121031,34 EAST 73 STREET,10021,mn-08-121031,,02/17/2018,Upper East Side-Carnegie Hill,1041472,1013870050,1013000,MADISON AVENUE,PARK AVENUE,SE,,"(40.77237316, -73.96483887)",993988.9230490705,220675.11743250862
LINK-011150,Queens,404,21,40.748595,-73.874203,Live,136655,92-12 ROOSEVELT AVENUE,11372,qu-04-136655,09/08/2017,08/05/2017,Elmhurst,4038783,4015500020,4046900,ASKE STREET,92 STREET,SW,,"(40.74859468, -73.87420307)",1019105.6397105491,212034.91114404052
LINK-000857,Manhattan,108,4,40.773727,-73.957965,Live,121004,183 EAST 78 STREET,10075,mn-08-121004,03/30/2016,03/02/2016,Upper East Side-Carnegie Hill,1043248,1014130033,1014000,3 AVENUE,LEXINGTON AVENUE,NW,,"(40.773727, -73.957965)",995892.6094162699,221169.20550002903
LINK-000918,Manhattan,108,4,40.765880,-73.963583,Live,120980,1126 3 AVENUE,10065,mn-08-120980,04/22/2016,03/19/2016,Upper East Side-Carnegie Hill,1042435,1014000040,1012000,EAST 66 STREET,EAST 65 STREET,SW,,"(40.76587983, -73.96358324)",994337.6906925262,218309.52380455658
LINK-000951,Manhattan,107,6,40.780321,-73.981311,Live,133408,2120 BROADWAY,10023,mn-07-133408,05/26/2016,05/05/2016,Upper West Side,1030741,1011667501,1016300,WEST 74 STREET,WEST 75 STREET,NE,,"(40.78032124, -73.98131051)",989425.993628861,223569.46786298975
LINK-000794,Queens,412,27,40.702734,-73.802019,Live,142734,153-02 JAMAICA AVENUE,11433,qu-12-142734,09/23/2016,08/27/2016,Jamaica,4315254,4100970010,4024000,153 STREET,PARSONS BOULEVARD,SE,,"(40.70273351, -73.80201889)",1039144.0684871604,195363.2719878927
LINK-020927,Queens,401,26,40.752348,-73.926600,Live,146067,37-1 37 STREET,11101,qu-01-146067,04/23/2018,03/09/2018,Queensbridge-Ravenswood-Long Island City,4004571,4003780001,4005500,37 AVENUE,NORTHERN BOULEVARD,SW,82132,"(40.75234817, -73.92659983)",1004586.4765094155,213385.92100529373
LINK-011320,Manhattan,112,10,40.850683,-73.932870,Live,120658,1463 ST. NICHOLAS AVENUE,10033,mn-12-120658,04/18/2018,12/05/2017,Washington Heights North,1063959,1021650069,1027100,WEST 183 STREET,WEST 184 STREET,NW,,"(40.850683, -73.93287)",1002821.7884773924,249211.34702474624
